product_code,sku_code,merchant_code
PH05013,sku11622979944201,CPO.PH
PH05013,sku11622979944201,WAR.PH
ID06021,sku01622983396330,MID.04
ID06021,sku01622983396330,WAR.ID
PH05029,sku01623119792929,MPH.23
PH05029,sku11623119792944,MPH.23
PH05029,sku21623119792959,MPH.23
PH05028,sku01623204896244,CPO.PH
ID05014,sku01623228359614,ARN.ID
ID04016,sku01623552946367,CPO.ID
PH05040,sku01623644021831,LZC.PH
ID01015,sku01623647058667,MID.04
ID01015,sku01623647058667,MID.08
ID01015,sku01623647058667,AMZ.ID
ID01015,sku01623647058667,WAR.ID
ID01015,sku11623653580307,MID.04
ID01015,sku11623653580307,MID.08
ID01015,sku11623653580307,AMZ.ID
ID01015,sku11623653580307,WAR.ID
ID01015,sku21623653580336,MID.04
ID01015,sku21623653580336,MID.08
ID01015,sku21623653580336,AMZ.ID
ID01015,sku21623653580336,WAR.ID
ID01015,sku31623653580356,MID.04
ID01015,sku31623653580356,MID.08
ID01015,sku31623653580356,AMZ.ID
ID01015,sku31623653580356,WAR.ID
ID01015,sku41623653580373,MID.04
ID01015,sku41623653580373,MID.08
ID01015,sku41623653580373,AMZ.ID
ID01015,sku41623653580373,WAR.ID
PH05025,sku01623672117927,CPO.PH
TH05010,sku01624069129027,LZC.TH
PH09083,sku01635241397979,MPH.07
PH09083,sku01635241397979,MPH.06
PH02030,sku01624452419272,WAR.PH
PH02030,sku11624452419284,WAR.PH
ID04017,sku01624525670021,MID.04
ID04017,sku01624525670021,WAR.ID
ID06026,sku01624590678825,ARN.ID
PH09022,sku01624846473812,ARN06
PH09022,sku01624846473812,ARN-TWB.PH
PH09022,sku01624846473812,ARN-BG.PH
PH09022,sku01624846473812,ARN-BD.PH
PH09022,sku01624846473812,ARN.PH
PH09023,sku11624846542122,ARN06
PH09023,sku11624846542122,ARN-TWB.PH
PH09023,sku11624846542122,ARN-BD.PH
PH09023,sku11624846542122,ARN-BG.PH
PH09023,sku11624846542122,ARN.PH
ID05013,sku01624962114984,ARN.ID
TH02012,sku01624972750466,LZC.TH
TH02012,sku11624972750470,LZC.TH
TH02012,sku21624972750474,LZC.TH
ID04018,sku01625038895957,MID.08
ID04018,sku01625038895957,MID.02
ID04018,sku01625038895957,MID.01
ID04018,sku01625038895957,AMZ.ID
ID04018,sku01625038895957,CPO.ID
EZ.04.052,sku11625056418653,WAR.PH
EZ.04.082,sku11625056605475,MPH.12
EZ.04.082,sku11625056605475,MPH.11
EZ.04.082,sku11625056605475,MPH.10
PH05026,sku01625219658525,ARN06
PH05026,sku01625219658525,ARN-TWB.PH
PH05026,sku01625219658525,ARN-BG.PH
PH05026,sku01625219658525,ARN-BD.PH
PH05026,sku01625219658525,ARN.PH
PH09032,sku01625273461114,MPH.07
PH09032,sku01625273461114,MPH.06
TH05013,sku01625291247393,DPN.TH
TH02014,sku01625472995179,LZC.TH
TH02014,sku11625472995196,LZC.TH
TH02014,sku21625472995208,LZC.TH
TH02014,sku31625472995212,LZC.TH
ID06020,sku01625556823302,MID.04
ID06020,sku01625556823302,MID.08
ID06020,sku01625556823302,AMZ.ID
ID06020,sku01625556823302,WAR.ID
ID06020,sku01625556823302,BLW.ID
ID06028,sku01625907376749,MID.04
ID06028,sku01625907376749,WAR.ID
ID06028,sku11625907376761,MID.04
ID06028,sku11625907376761,WAR.ID
ID06028,sku21625907376767,MID.04
ID06028,sku21625907376767,WAR.ID
ID06028,sku31625908706585,MID.04
ID06028,sku31625908706585,WAR.ID
ID06028,sku41625908706597,MID.04
ID06028,sku41625908706597,WAR.ID
ID06028,sku51625908706617,MID.04
ID06028,sku51625908706617,WAR.ID
PH02042,sku01626167983050,LZC.PH
PH02042,sku11626167983063,LZC.PH
PH02042,sku21626167983068,LZC.PH
PH02042,sku31626167983073,LZC.PH
ID05035,sku01626235342538,MID.04
ID05035,sku01626235342538,MID.08
ID05035,sku01626235342538,MID.02
ID05035,sku01626235342538,MID.01
ID05035,sku01626235342538,CPO.ID
ID05035,sku01626235342538,AMZ.ID
ID05035,sku01626235342538,WAR.ID
ID05035,sku01626235342538,ARN.ID
ID05033,sku01626328792389,IPT.ID
TH05013,sku11626517919313,DPN.TH
TH09015,sku01626583314630,DPN.TH
ID03019,sku01626596590268,MID.04
ID03019,sku01626596590268,MID.08
ID03019,sku01626596590268,WAR.ID
ID03019,sku01626596590268,AMZ.ID
ID03019,sku01626596590268,BLW.ID
PH04061,sku01626665120316,ARN06
PH04061,sku01626665120316,ARN-TWB.PH
PH04061,sku01626665120316,ARN-BG.PH
PH04061,sku01626665120316,ARN-BD.PH
PH04061,sku01626665120316,ARN.PH
PH05031,sku01626678604033,ARN06
PH05031,sku01626678604033,ARN-TWB.PH
PH05031,sku01626678604033,ARN-BG.PH
PH05031,sku01626678604033,ARN-BD.PH
PH05031,sku01626678604033,ARN.PH
ID01034,sku01626697175224,MID.08
ID01034,sku01626697175224,MID.04
ID01034,sku01626697175224,MID.02
ID01034,sku01626697175224,MID.01
ID01034,sku01626697175224,CPO.ID
ID01034,sku01626697175224,AMZ.ID
ID01034,sku01626697175224,WAR.ID
ID01034,sku11626697175229,MID.08
ID01034,sku11626697175229,MID.04
ID01034,sku11626697175229,MID.02
ID01034,sku11626697175229,MID.01
ID01034,sku11626697175229,CPO.ID
ID01034,sku11626697175229,AMZ.ID
ID01034,sku11626697175229,WAR.ID
ID01034,sku21626697175235,MID.08
ID01034,sku21626697175235,MID.04
ID01034,sku21626697175235,MID.02
ID01034,sku21626697175235,MID.01
ID01034,sku21626697175235,CPO.ID
ID01034,sku21626697175235,AMZ.ID
ID01034,sku21626697175235,WAR.ID
PH09054,sku01626857755547,MPH.07
PH09054,sku01626857755547,MPH.06
PH09054,sku01626857755547,MPH.23
PH09039,sku01627289621862,TVH.PH
PH09033,sku01627290048608,TVH.PH
PH05041,sku01627290304008,TVH.PH
TH05016,sku01627701870457,AMZ.TH
TH05016,sku01627701870457,DPN.TH
PH04065,sku01627704064259,ARN06
PH04065,sku01627704064259,ARN-TWB.PH
PH04065,sku01627704064259,ARN-BD.PH
PH04065,sku01627704064259,ARN-BG.PH
PH04065,sku01627704064259,ARN.PH
ID04018,sku11627735572586,MID.08
ID04018,sku11627735572586,MID.02
ID04018,sku11627735572586,MID.01
ID04018,sku11627735572586,AMZ.ID
ID04018,sku11627735572586,CPO.ID
ID04018,sku21627735572593,MID.08
ID04018,sku21627735572593,MID.02
ID04018,sku21627735572593,MID.01
ID04018,sku21627735572593,AMZ.ID
ID04018,sku21627735572593,CPO.ID
ID04018,sku31627735572599,MID.08
ID04018,sku31627735572599,MID.02
ID04018,sku31627735572599,MID.01
ID04018,sku31627735572599,AMZ.ID
ID04018,sku31627735572599,CPO.ID
ID04018,sku41627735572604,MID.08
ID04018,sku41627735572604,MID.02
ID04018,sku41627735572604,MID.01
ID04018,sku41627735572604,AMZ.ID
ID04018,sku41627735572604,CPO.ID
TH07017,sku01627894027205,DPN.TH
TH05018,sku31628303258001,DPN.TH
PH03044,sku01628563512115,MPH.21
PH03044,sku01628563512115,MPH.11
PH03044,sku01628563512115,MPH.12
PH03044,sku01628563512115,MPH.03
PH03044,sku01628563512115,MPH.05
PH03044,sku01628563512115,MPH-06
PH03044,sku01628563512115,MPH.09
PH03044,sku01628563512115,MPH.07
PH03044,sku01628563512115,MPH.06
PH03044,sku01628563512115,MPH.10
PH03044,sku01628563512115,CPO.PH
PH03044,sku01628563512115,LZC.PH
PH03044,sku01628563512115,TPG.PH
QT_002,sku01628565237399,MPH.07
ID09024,sku01628669465921,TVH.ID
ID09025,sku01628669558331,TVH.ID
TH03019,sku01628828475010,DPN.TH
TH03019,sku11628828475026,DPN.TH
ID06021,sku11628841551336,MID.04
ID06021,sku11628841551336,WAR.ID
ID06022,sku11629105882287,MID.04
ID06022,sku11629105882287,MID.02
ID06022,sku11629105882287,MID.01
ID06022,sku11629105882287,CPO.ID
ID06022,sku11629105882287,WAR.ID
TH05020,sku01629188992295,DPN.TH
TH05021,sku01629254511679,DPN.TH
PH09043,sku01629275533780,TVH.PH
ID09030,sku01629430073247,AMZ.ID
ID09030,sku01629430073247,CPO.ID
ID09030,sku11629430073254,AMZ.ID
ID09030,sku11629430073254,CPO.ID
PH09077,sku01629785309447,LZC.PH
PH09045,sku01629796268044,TVH.PH
PH10046,sku01629797235801,TVH.PH
PH04047,sku01629797391629,TVH.PH
PH09048,sku01629797691147,TVH.PH
PH09049,sku01629798119699,TVH.PH
PH09051,sku01629798779758,TVH.PH
PH09050,sku01629799143629,TVH.PH
PH09052,sku01629799257479,TVH.PH
PH09053,sku01629799586351,TVH.PH
PH06058,sku01629952511456,MPH.21
PH09059,sku01629993096855,CPO.PH
PH09059,sku11629993096868,CPO.PH
ID03027,sku01630045640148,TVH.ID
PH05066,sku01630215908946,BLW.PH
PH05066,sku01630215908946,CPO.PH
PH05066,sku01630215908946,1M.PH
PH09057,sku01630295737245,MPH.07
PH09057,sku01630295737245,MPH.06
ID06026,sku11630385448907,ARN.ID
ID06026,sku21630385448912,ARN.ID
TEZ.04.503,sku01630408778167,TPG.PH
TEZ.04.504,sku01630475737802,TPG.PH
PH05055,sku01630490990068,TVH.PH
TEZ.04.506,sku01630554532710,TPG.PH
TEZ.04.506,sku11630554532738,TPG.PH
TEZ.04.506,sku21630554532749,TPG.PH
TEZ.04.507,sku01630586297936,TPG.PH
PH05056,sku01630725576129,LZC.PH
ID09029,sku01630740970484,TVH.ID
PH04060,sku01630766466568,TVH.PH
TEZ.04.510,sku01630811360407,TPG.PH
TH05022,sku01630901510044,CPO.TH
TH05022,sku01630901510044,AMZ.TH
TH05022,sku01630901510044,DPN.TH
TEZ.04.511,sku01630919873775,CPO.PH
TEZ.04.512,sku01630986423698,BLW.PH
TEZ.04.513,sku01630997009748,WAR.PH
PH09072,sku01631079199696,MPH.21
TEZ.04.514,sku01631083652646,TPG.PH
PH09061,sku01631089391697,TVH.PH
PH09062,sku01631089781770,TVH.PH
ID01034,sku31631091032482,MID.08
ID01034,sku31631091032482,MID.04
ID01034,sku31631091032482,MID.02
ID01034,sku31631091032482,MID.01
ID01034,sku31631091032482,CPO.ID
ID01034,sku31631091032482,AMZ.ID
ID01034,sku31631091032482,WAR.ID
PH03063,sku01631094371451,TVH.PH
PH09064,sku01631097904819,TVH.PH
TEZ.04.520,sku01631168892384,AMZ.PH
TEZ.04.520,sku11631168892416,AMZ.PH
TEZ.04.520,sku21631168892428,AMZ.PH
TEZ.04.520,sku31631168892442,AMZ.PH
ID09031,sku01631172064260,TVH.ID
ID09032,sku01631172210790,TVH.ID
TEZ.04.521,sku01631249187667,LZC.PH
TEZ.04.522,sku01631333299801,TPG.PH
TEZ.04.523,sku01631348190760,LZC.PH
TEZ.04.524,sku01631413367157,LZC.PH
PH02067,sku01631498786289,TVH.PH
PH02067,sku11631498786307,TVH.PH
TEZ.04.526,sku01631586133400,LZC.PH
TEZ.04.527,sku01631611487119,TPG.PH
TEZ.04.529,sku01631627382676,LZC.PH
TEZ.04.529,sku11631627382682,LZC.PH
PH02068,sku01631674152423,LZC.PH
PH02068,sku11631674152441,LZC.PH
PH02068,sku21631674152448,LZC.PH
TH05023,sku01631678278594,DPN.TH
PH04069,sku01631692897621,TVH.PH
PH05070,sku01631759906374,LZC.PH
PH09074,sku01631798770700,MPH.07
PH09074,sku01631798770700,MPH.06
PH09074,sku01631798770700,MPH.05
PH09071,sku01631847530357,TVH.PH
EZ.04.027,sku11631881888004,LZC.PH
EZ.04.027,sku11631881888004,WAR.PH
EZ.04.027,sku11631881888004,BLW.PH
EZ.04.027,sku11631881888004,CPO.PH
EZ.04.027,sku11631881888004,AMZ.PH
PH09076,sku01631939338317,TVH.PH
TEZ.04.536,sku01631942849578,WAR.PH
PH04075,sku01631950795818,CPO.PH
PH04075,sku01631950795818,LZC.PH
PH02073,sku01631979054613,LZC.PH
PH02073,sku11631979054626,LZC.PH
PH02073,sku21631979054633,LZC.PH
PH02073,sku31631979054640,LZC.PH
TEZ.04.539,sku01632107907459,LZC.PH
TEZ.04.540,sku01632108022123,LZC.PH
TEZ.04.539,sku11632113206522,LZC.PH
TEZ.04.539,sku21632113206537,LZC.PH
TH05020,sku11632113814596,DPN.TH
TH05020,sku21632113814635,DPN.TH
TEZ.04.541,sku01632284435776,TVH.PH
TH05024,sku01632294176434,DPN.TH
TEZ.04.542,sku01632631580304,LZC.PH
PH05094,sku01632729613004,MPH.12
PH05094,sku01632729613004,MPH.09
PH05094,sku01632729613004,LZC.PH
PH05079,sku01632737121167,LZC.PH
TEZ.04.545,sku01632798379835,LZC.PH
TEZ.04.546,sku01632807031828,LZC.PH
TEZ.04.547,sku01632838634981,LZC.PH
PH02080,sku01632881779632,LZC.PH
PH02080,sku11632881779652,LZC.PH
PH02080,sku21632881779659,LZC.PH
TEZ.04.549,sku01632977630621,NTN.PH
TEZ.04.550,sku01632978385688,NTN.PH
TEZ.04.551,sku01633017305193,LZC.PH
TEZ.04.552,sku01633242970811,AMZ.PH
TEZ.04.552,sku11633242970829,AMZ.PH
TEZ.04.553,sku01633415726952,AMZ.PH
TEZ.04.553,sku11633415726997,AMZ.PH
TEZ.04.553,sku21633415727017,AMZ.PH
TEZ.04.554,sku01634091355478,ARN-BD.PH
PH06081,sku01634129221548,BLW.PH
TEZ.04.556,sku01634270132711,CPO.PH
TEZ.04.556,sku11634270132735,CPO.PH
TEZ.04.556,sku21634270132744,CPO.PH
TEZ.04.557,sku01634351088956,ARN-TWB.PH
TEZ.04.558,sku01634374810195,TVH.PH
PH09082,sku01634618042792,WARLG.PH
PH09082,sku01634618042792,WARTT.PH
PH09082,sku01634618042792,WARVK.PH
PH09082,sku01634618042792,WAR.PH
ID09036,sku01634657975711,TVH.ID
PH09085,sku01635145474221,TVH.PH
ID05037,sku01635321600777,AMZ.ID
ID05037,sku01635321600777,CPO.ID
PH09084,sku01635492868906,TVH.PH
PH09086,sku01637749074202,TVH.PH
PH02087,sku01637915906944,LZC.PH
PH02087,sku11637915906980,LZC.PH
PH01088,sku01638329497890,LZC.PH
PH01088,sku11638329497924,LZC.PH
PH01088,sku21638329497929,LZC.PH
PH01088,sku31638329497934,LZC.PH
ID04018,sku101638343166582,MID.08
ID04018,sku101638343166582,MID.02
ID04018,sku101638343166582,MID.01
ID04018,sku101638343166582,AMZ.ID
ID04018,sku101638343166582,CPO.ID
PH09112,sku01638411076997,TVH.PH
TEZ.04.571,sku01638600075935,AMZ.ID
TEZ.04.572,sku01638935339640,AMZ.ID
TEZ.04.573,sku01639377703051,CPO.PH
TEZ.04.574,sku01639465045848,CPO.ID
TEZ.04.575,sku01640328267730,CPO.PH
PH09089,sku01640659093395,MPH.07
PH09089,sku01640659093395,MPH.06
PH02090,sku01640746564952,LZC.PH
PH02090,sku11640746564982,LZC.PH
PH02090,sku21640746564989,LZC.PH
PH02090,sku31640746565008,LZC.PH
PH02090,sku41640746565022,LZC.PH
TEZ.04.578,sku01641099728170,CPO.PH
TEZ.04.579,sku01641100779509,CPO.PH
TEZ.04.580,sku01641182578777,LZC.PH
TEZ.04.581,sku01641182663155,LZC.PH
TEZ.04.581,sku11641182663166,LZC.PH
TEZ.04.581,sku21641182663184,LZC.PH
TEZ.04.581,sku31641182663193,LZC.PH
TEZ.04.582,sku01641280109476,LZC.PH
TEZ.04.583,sku01641288257127,WAR.PH
TEZ.04.584,sku01641437681331,LZC.PH
TEZ.04.584,sku11641437681338,LZC.PH
TEZ.04.584,sku21641437681343,LZC.PH
TEZ.04.585,sku01641521611771,LZC.PH
TEZ.04.585,sku11641521611785,LZC.PH
TEZ.04.585,sku21641521611789,LZC.PH
TEZ.04.586,sku01641867052765,CPO.ID
TEZ.04.587,sku01641891859347,CPO.PH
PH09091,sku01641954564955,MPH.11
PH09091,sku01641954564955,MPH.10
PH09091,sku01641954564955,MPH.12
TEZ.04.589,sku01641955873518,CPO.PH
PH02092,sku01642131018861,LZC.PH
PH02092,sku11642131018880,LZC.PH
PH02092,sku21642131018891,LZC.PH
PH02092,sku31642131018897,LZC.PH
PH02092,sku41642131018902,LZC.PH
TEZ.04.592,sku01642307592514,CPO.PH
TEZ.04.593,sku01642384308592,AMZ.PH
TEZ.04.593,sku11642384308756,AMZ.PH
TEZ.04.593,sku21642384308804,AMZ.PH
ID05038,sku01642949552445,MID.04
ID05038,sku01642949552445,MID.08
ID05038,sku01642949552445,MID.01
ID05038,sku01642949552445,MID.02
ID05038,sku01642949552445,AMZ.ID
ID05038,sku01642949552445,WAR.ID
ID05038,sku01642949552445,CPO.ID
ID05039,sku01642949718695,MID.02
ID05039,sku01642949718695,MID.01
ID05039,sku01642949718695,CPO.ID
ID05040,sku01643183964321,MID.02
ID05040,sku01643183964321,MID.01
ID05040,sku01643183964321,MID.08
ID05040,sku01643183964321,MID.04
ID05040,sku01643183964321,WG.ID
ID05040,sku01643183964321,WAR.ID
ID05040,sku01643183964321,AMZ.ID
ID05040,sku01643183964321,CPO.ID
TEZ.04.594,sku01643350637414,LZC.PH
TEZ.04.594,sku11643350637469,LZC.PH
TEZ.04.594,sku21643350637530,LZC.PH
TEZ.04.595,sku01643356566148,LZC.PH
TEZ.04.595,sku11643356566191,LZC.PH
TEZ.04.595,sku21643356566209,LZC.PH
TEZ.04.595,sku31643356566269,LZC.PH
TEZ.04.595,sku41643356566305,LZC.PH
TEZ.04.596,sku01643356697539,LZC.PH
TEZ.04.596,sku11643356697568,LZC.PH
TEZ.04.596,sku21643356697596,LZC.PH
TEZ.04.596,sku31643356697662,LZC.PH
TEZ.04.597,sku01643437190075,LZC.PH
TEZ.04.597,sku11643437190124,LZC.PH
PH02093,sku01645092562388,MPH.03
PH02093,sku01645092562388,MPH.11
PH02093,sku01645092562388,MPH.12
PH02093,sku01645092562388,MPH.10
PH02093,sku01645092562388,MPH-06
PH02093,sku01645092562388,CPO.PH
PH02093,sku01645092562388,LZC.PH
PH02093,sku11645092562403,MPH.03
PH02093,sku11645092562403,MPH.11
PH02093,sku11645092562403,MPH.12
PH02093,sku11645092562403,MPH.10
PH02093,sku11645092562403,MPH-06
PH02093,sku11645092562403,CPO.PH
PH02093,sku11645092562403,LZC.PH
PH02093,sku21645092562409,MPH.03
PH02093,sku21645092562409,MPH.11
PH02093,sku21645092562409,MPH.12
PH02093,sku21645092562409,MPH.10
PH02093,sku21645092562409,MPH-06
PH02093,sku21645092562409,CPO.PH
PH02093,sku21645092562409,LZC.PH
PH02093,sku31645092562414,MPH.03
PH02093,sku31645092562414,MPH.11
PH02093,sku31645092562414,MPH.12
PH02093,sku31645092562414,MPH.10
PH02093,sku31645092562414,MPH-06
PH02093,sku31645092562414,CPO.PH
PH02093,sku31645092562414,LZC.PH
PH09098,sku01646128994622,QT.PH
PH09099,sku01646131962477,QT.PH
TEZ.04.604,sku01646185874004,CPO.ID
TEZ.04.605,sku01646191979028,WAR.PH
ID05041,sku01647226142125,MID.08
ID05041,sku01647226142125,MID.04
ID05041,sku01647226142125,MID.02
ID05041,sku01647226142125,MID.01
ID05041,sku01647226142125,AMZ.ID
ID05041,sku01647226142125,CPO.ID
PH09095,sku01647916201144,TVH.PH
PH02100,sku01647916689125,MPH.21
PH02100,sku01647916689125,CPO.PH
PH06096,sku01648438418588,MPH.07
PH06096,sku01648438418588,MPH.06
PH06107,sku01648439990334,MPH.39
PH06107,sku01648439990334,WAR.PH
PH06107,sku11648439990339,MPH.39
PH06107,sku11648439990339,WAR.PH
PH06103,sku01648702075172,MPH.23
PH05097,sku01648714582106,ARN06
PH05097,sku01648714582106,ARN-BG.PH
PH06104,sku01649212170087,WAR.PH
PH06104,sku11649212170100,WAR.PH
PH06106,sku01649392514256,WAR.PH
PH09102,sku01649731385480,WG.PH
PH04101,sku01649900792169,WG.PH
PH09115,sku01649989311367,ARN-CTB.PH
PH09115,sku01649989311367,ARN-BG.PH
PH09115,sku01649989311367,ARN-BD.PH
PH09115,sku01649989311367,ARN.PH
PH09109,sku01650077676920,WG.PH
TEZ.04.631,sku01650079602524,R&D.ID
PH06103,sku11650092684362,MPH.23
PH06103,sku21650092684380,MPH.23
PH06103,sku31650092684391,MPH.23
PH02100,sku11650257326979,MPH.21
PH02100,sku11650257326979,CPO.PH
PH02100,sku21650257326990,MPH.21
PH02100,sku21650257326990,CPO.PH
PH02100,sku31650257326997,MPH.21
PH02100,sku31650257326997,CPO.PH
PH05124,sku01650264573386,MPH.07
PH05124,sku01650264573386,MPH.06
PH05124,sku01650264573386,MPH.26
PH02134,sku01650610566608,LZC.PH
PH02134,sku11650610566627,LZC.PH
PH09108,sku01650939758234,MPH.23
PH06110,sku01650956540683,TVH.PH
PH01111,sku01650956740618,TVH.PH
PH01111,sku11650956740645,TVH.PH
PH05117,sku01651461944065,MPH.39
PH05117,sku01651461944065,MPH.11
PH05117,sku01651461944065,MPH.12
PH05117,sku01651461944065,MPH.03
PH09113,sku01651550098605,ARN.PH
PH09113,sku01651550098605,ARN-CTB.PH
PH09113,sku01651550098605,ARN-BD.PH
PH09113,sku01651550098605,ARN06
PH09113,sku01651550098605,ARN-BG.PH
PH09114,sku01651550363517,ARN.PH
PH09114,sku01651550363517,ARN-CTB.PH
PH09114,sku01651550363517,ARN-BD.PH
PH09114,sku01651550363517,ARN06
PH09114,sku01651550363517,ARN-BG.PH
PH04121,sku01651888895985,WG.PH
PH09118,sku01652086710189,TVH.PH
PH09119,sku01652086736827,TVH.PH
PH09120,sku01652091315113,TVH.PH
PH09120,sku11652091315118,TVH.PH
PH01122,sku01652153320753,TVH.PH
PH03123,sku01652153351076,TVH.PH
ID05042,sku01653291465927,MID.24
ID05042,sku01653291465927,R&D.ID
PH01126,sku01653536927454,TVH.PH
PH09127,sku01653538336023,TVH.PH
PH08130,sku01653550096393,TVH.PH
PH09131,sku01653550216982,TVH.PH
PH09131,sku11653550217067,TVH.PH
PH09128,sku01653981586160,TVH.PH
PH09129,sku01654225984941,TVH.PH
PH09132,sku01654848295427,TVH.PH
PH10133,sku01655368598456,TVH.PH
ID05043,sku01655606031426,MID.24
ID05043,sku01655606031426,R&D.ID
PH02134,sku21655882776052,LZC.PH
PH09136,sku01656471149644,MPH.23
PH09137,sku01656471448483,MPH.26
PH09137,sku01656471448483,MPH.07
PH09137,sku01656471448483,MPH.06
PH09139,sku01656484963678,MPH.07
PH09139,sku01656484963678,MPH.06
PH09140,sku01656485153547,MPH.07
PH09140,sku01656485153547,MPH.06
ID05044,sku01656494454519,MID.08
ID05044,sku01656494454519,MID.02
ID05044,sku01656494454519,MID.01
ID05044,sku01656494454519,CPO.ID
ID05044,sku01656494454519,AMZ.ID
PH09141,sku01657814607191,MPH.06
PH09141,sku01657814607191,MPH.07
PH09141,sku01657814607191,MPH.03
ID05046,sku01658223956935,EZ.ID
ID05045,sku01658829337773,OM.ID
PH10142,sku01659666637383,LZC.PH
ID05048,sku01659667542828,MID.08
ID05048,sku01659667542828,MID.02
ID05048,sku01659667542828,MID.01
ID05048,sku01659667542828,CPO.ID
ID05048,sku01659667542828,AMZ.ID
ID05046,sku11660190797746,EZ.ID
ID05046,sku21660190797850,EZ.ID
ID05047,sku01660448594760,MID.24
ID05047,sku01660448594760,MID.04
ID05047,sku01660448594760,MID.08
ID05047,sku01660448594760,MID.02
ID05047,sku01660448594760,MID.01
ID05047,sku01660448594760,AMZ.ID
ID05047,sku01660448594760,CPO.ID
ID05047,sku01660448594760,WAR.ID
ID05047,sku01660448594760,R&D.ID
MY00001,sku01663043254247,MMY.20
MY00001,sku01663043254247,MVN.16
MY00001,sku01663043254247,MMY.17
MY00002,sku01663043396712,MMY.20
MY00002,sku01663043396712,MMY.17
MY00002,sku01663043396712,MVN.16
MY09006,sku01663062757258,MMY.20
MY09006,sku01663062757258,MMY.17
MY00006,sku01663062927657,MMY.20
MY00006,sku01663062927657,MMY.17
MY00004,sku01663149160529,MMY.20
MY00004,sku01663149160529,MVN.16
MY00004,sku01663149160529,MMY.17
MY00004,sku11663150050677,MMY.20
MY00004,sku11663150050677,MVN.16
MY00004,sku11663150050677,MMY.17
ID05049,sku01663224352809,MID.24
ID05049,sku01663224352809,MID.02
ID05049,sku01663224352809,MID.08
ID05049,sku01663224352809,MID.04
ID05049,sku01663224352809,R&D.ID
ID05049,sku01663224352809,MID.01
MY00003,sku01663224818198,MMY.20
MY00003,sku01663224818198,MMY.17
MY00003,sku01663224818198,MVN.16
MY05007,sku01663225120337,MMY.17
MY05007,sku01663225120337,MMY.20
MY05007,sku01663225120337,MVN.16
MY05007,sku11663225120527,MMY.17
MY05007,sku11663225120527,MMY.20
MY05007,sku11663225120527,MVN.16
MY05007,sku21663225120961,MMY.17
MY05007,sku21663225120961,MMY.20
MY05007,sku21663225120961,MVN.16
ID05050,sku01663587568169,MID.04
ID05050,sku01663587568169,MID.01
ID05050,sku01663587568169,R&D.ID
MY00004,sku21663645945567,MMY.20
MY00004,sku21663645945567,MVN.16
MY00004,sku21663645945567,MMY.17
MY00004,sku31663645945846,MMY.20
MY00004,sku31663645945846,MVN.16
MY00004,sku31663645945846,MMY.17
ID05053,sku01664196178271,MID.08
ID05053,sku01664196178271,MID.02
ID05053,sku01664196178271,MID.01
ID05053,sku01664196178271,CPO.ID
MY00006,sku11664266272384,MMY.20
MY00006,sku11664266272384,MMY.17
MY00006,sku21664266272523,MMY.20
MY00006,sku21664266272523,MMY.17
MY00006,sku31664266272679,MMY.20
MY00006,sku31664266272679,MMY.17
ID05055,sku01664440189773,MID.02
ID05055,sku01664440189773,MID.01
ID05055,sku01664440189773,MID.08
ID05055,sku01664440189773,MID.04
ID05055,sku01664440189773,CPO.ID
ID05055,sku01664440189773,R&D.ID
PH09152,sku01664854471163,MPH.12
PH09152,sku01664854471163,MPH.11
PH09152,sku01664854471163,MPH.10
PR00001,sku01665458117202,ARN.PH
PR00001,sku11665624260046,ARN.PH
ID05059,sku01666079019360,MID.08
ID05059,sku01666079019360,MID.04
ID05059,sku01666079019360,R&D.ID
ID05051,sku01666452269374,R&D.ID
ID05051,sku01666452269374,MID.24
ID05054,sku01666453988354,MID.04
ID05054,sku01666453988354,MID.24
MY05013,sku01668417417862,MMY.17
ID05056,sku01668567802539,MID.08
ID05056,sku01668567802539,CPO.ID
ID05056,sku01668567802539,MID.01
ID05056,sku11668567802678,MID.08
ID05056,sku11668567802678,CPO.ID
ID05056,sku11668567802678,MID.01
PH01088,sku41669455668025,LZC.PH
PH01088,sku51669455668112,LZC.PH
PH01088,sku61669455668211,LZC.PH
PH01088,sku71669455668364,LZC.PH
PH01088,sku81669455668510,LZC.PH
PH01088,sku91669455668620,LZC.PH
PH01088,sku101669455668732,LZC.PH
PH01088,sku111669455668805,LZC.PH
PH01088,sku121669455668886,LZC.PH
PH01088,sku131669455668974,LZC.PH
PH01088,sku141669455669031,LZC.PH
PH01088,sku151669455669103,LZC.PH
PH01088,sku161669455669216,LZC.PH
PH01088,sku171669455669347,LZC.PH
PH01088,sku181669455669687,LZC.PH
PH01088,sku191669455669882,LZC.PH
ID05062,sku01670044856471,MID.29
ID05063,sku01670047123385,R&D.ID
ID05063,sku01670047123385,MID.04
ID05063,sku01670047123385,MID.24
ID05057,sku01670495245882,MID.01
ID05057,sku01670495245882,MID.04
ID05057,sku01670495245882,R&D.ID
ID05057,sku01670495245882,MID.24
ID05057,sku01670495245882,MID.08
ID05058,sku01670495320524,MID.01
ID05058,sku01670495320524,MID.04
ID05058,sku01670495320524,R&D.ID
ID05058,sku01670495320524,MID.24
ID05058,sku01670495320524,MID.08
ID05064,sku01672209887344,MID.01
ID05064,sku01672209887344,MID.08
ID05067,sku01672301503981,MID.08
ID05067,sku01672301503981,MID.01
ID05065,sku01672887871336,MID.01
ID05061,sku01672998274857,MID.08
